name,context,price,utterance_template,state_template,question_prefix,question_affect,response_prefix,task_2,is_price_space,price_type,price_rounded,closest_price_space,item
Frank,Frank bought a new watch,10003,It cost $10003.,It cost $998.,"A friend asked him, ",Was it expensive?,"Frank said, ", Please provide the probability that Frank thinks that the watch is expensive.,False,sharp,10000,10001,watch
Albert,Albert bought a new watch,10003,It cost $10003.,It cost $999.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the watch is expensive.,False,sharp,10000,10001,watch
Kenneth,Kenneth bought a new watch,10003,It cost $10003.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Kenneth said, ", Please provide the probability that Kenneth thinks that the watch is expensive.,False,sharp,10000,10001,watch
Charles,Charles bought a new watch,10003,It cost $10003.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the watch is expensive.,False,sharp,10000,10001,watch
Patrick,Patrick bought a new watch,10003,It cost $10003.,It cost $1001.,"A friend asked him, ",Was it expensive?,"Patrick said, ", Please provide the probability that Patrick thinks that the watch is expensive.,False,sharp,10000,10001,watch
Alex,Alex bought a new watch,10003,It cost $10003.,It cost $1002.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the watch is expensive.,False,sharp,10000,10001,watch
Ethan,Ethan bought a new watch,10003,It cost $10003.,It cost $1003.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the watch is expensive.,False,sharp,10000,10001,watch
Calvin,Calvin bought a new watch,10003,It cost $10003.,It cost $4997.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the watch is expensive.,False,sharp,10000,10001,watch
Barry,Barry bought a new watch,10003,It cost $10003.,It cost $4998.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the watch is expensive.,False,sharp,10000,10001,watch
Victor,Victor bought a new watch,10003,It cost $10003.,It cost $4999.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the watch is expensive.,False,sharp,10000,10001,watch
Jake,Jake bought a new watch,10003,It cost $10003.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Jake said, ", Please provide the probability that Jake thinks that the watch is expensive.,False,sharp,10000,10001,watch
Steve,Steve bought a new watch,10003,It cost $10003.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the watch is expensive.,False,sharp,10000,10001,watch
David,David bought a new watch,10003,It cost $10003.,It cost $5001.,"A friend asked him, ",Was it expensive?,"David said, ", Please provide the probability that David thinks that the watch is expensive.,False,sharp,10000,10001,watch
Robert,Robert bought a new watch,10003,It cost $10003.,It cost $5002.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the watch is expensive.,False,sharp,10000,10001,watch
Nathan,Nathan bought a new watch,10003,It cost $10003.,It cost $5003.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the watch is expensive.,False,sharp,10000,10001,watch
Calvin,Calvin bought a new watch,10003,It cost $10003.,It cost $9997.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the watch is expensive.,False,sharp,10000,10001,watch
Daniel,Daniel bought a new watch,10003,It cost $10003.,It cost $9998.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the watch is expensive.,False,sharp,10000,10001,watch
Zach,Zach bought a new watch,10003,It cost $10003.,It cost $9999.,"A friend asked him, ",Was it expensive?,"Zach said, ", Please provide the probability that Zach thinks that the watch is expensive.,False,sharp,10000,10001,watch
Eric,Eric bought a new watch,10003,It cost $10003.,It cost $10000.,"A friend asked him, ",Was it expensive?,"Eric said, ", Please provide the probability that Eric thinks that the watch is expensive.,False,sharp,10000,10001,watch
Barry,Barry bought a new watch,10003,It cost $10003.,It cost $10000.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the watch is expensive.,False,sharp,10000,10001,watch
Alex,Alex bought a new watch,10003,It cost $10003.,It cost $10001.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the watch is expensive.,False,sharp,10000,10001,watch
Winston,Winston bought a new watch,10003,It cost $10003.,It cost $10002.,"A friend asked him, ",Was it expensive?,"Winston said, ", Please provide the probability that Winston thinks that the watch is expensive.,False,sharp,10000,10001,watch
Matt,Matt bought a new watch,10003,It cost $10003.,It cost $10003.,"A friend asked him, ",Was it expensive?,"Matt said, ", Please provide the probability that Matt thinks that the watch is expensive.,False,sharp,10000,10001,watch
Harry,Harry bought a new laptop,47,It cost $47.,It cost $47.,"A friend asked him, ",Was it expensive?,"Harry said, ", Please provide the probability that Harry thinks that the laptop is expensive.,False,sharp,50,51,laptop
Ethan,Ethan bought a new laptop,48,It cost $48.,It cost $47.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the laptop is expensive.,False,sharp,50,51,laptop
Charles,Charles bought a new laptop,48,It cost $48.,It cost $48.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the laptop is expensive.,False,sharp,50,51,laptop
Gary,Gary bought a new laptop,49,It cost $49.,It cost $47.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the laptop is expensive.,True,sharp,50,51,laptop
Patrick,Patrick bought a new laptop,49,It cost $49.,It cost $48.,"A friend asked him, ",Was it expensive?,"Patrick said, ", Please provide the probability that Patrick thinks that the laptop is expensive.,True,sharp,50,51,laptop
Bob,Bob bought a new laptop,49,It cost $49.,It cost $49.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the laptop is expensive.,True,sharp,50,51,laptop
Charles,Charles bought a new laptop,50,It cost $50.,It cost $47.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the laptop is expensive.,True,round,50,50,laptop
Quinn,Quinn bought a new laptop,50,It cost $50.,It cost $48.,"A friend asked him, ",Was it expensive?,"Quinn said, ", Please provide the probability that Quinn thinks that the laptop is expensive.,True,round,50,50,laptop
Tom,Tom bought a new laptop,50,It cost $50.,It cost $49.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the laptop is expensive.,True,round,50,50,laptop
Gary,Gary bought a new laptop,50,It cost $50.,It cost $50.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the laptop is expensive.,True,round,50,50,laptop
Victor,Victor bought a new laptop,50,It cost $50.,It cost $50.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the laptop is expensive.,True,round,50,50,laptop
Calvin,Calvin bought a new laptop,50,It cost $50.,It cost $47.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the laptop is expensive.,True,round,50,50,laptop
Robert,Robert bought a new laptop,50,It cost $50.,It cost $48.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the laptop is expensive.,True,round,50,50,laptop
Bob,Bob bought a new laptop,50,It cost $50.,It cost $49.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the laptop is expensive.,True,round,50,50,laptop
Owen,Owen bought a new laptop,50,It cost $50.,It cost $50.,"A friend asked him, ",Was it expensive?,"Owen said, ", Please provide the probability that Owen thinks that the laptop is expensive.,True,round,50,50,laptop
Gary,Gary bought a new laptop,50,It cost $50.,It cost $50.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the laptop is expensive.,True,round,50,50,laptop
Steve,Steve bought a new laptop,51,It cost $51.,It cost $47.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the laptop is expensive.,False,sharp,50,51,laptop
Alex,Alex bought a new laptop,51,It cost $51.,It cost $48.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the laptop is expensive.,False,sharp,50,51,laptop
Steve,Steve bought a new laptop,51,It cost $51.,It cost $49.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the laptop is expensive.,False,sharp,50,51,laptop
Zach,Zach bought a new laptop,51,It cost $51.,It cost $50.,"A friend asked him, ",Was it expensive?,"Zach said, ", Please provide the probability that Zach thinks that the laptop is expensive.,False,sharp,50,51,laptop
Steve,Steve bought a new laptop,51,It cost $51.,It cost $50.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the laptop is expensive.,False,sharp,50,51,laptop
Alex,Alex bought a new laptop,51,It cost $51.,It cost $51.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the laptop is expensive.,False,sharp,50,51,laptop
Nathan,Nathan bought a new laptop,52,It cost $52.,It cost $47.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the laptop is expensive.,False,sharp,50,51,laptop
Barry,Barry bought a new laptop,52,It cost $52.,It cost $48.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the laptop is expensive.,False,sharp,50,51,laptop
Nathan,Nathan bought a new laptop,52,It cost $52.,It cost $49.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the laptop is expensive.,False,sharp,50,51,laptop
Quinn,Quinn bought a new laptop,52,It cost $52.,It cost $50.,"A friend asked him, ",Was it expensive?,"Quinn said, ", Please provide the probability that Quinn thinks that the laptop is expensive.,False,sharp,50,51,laptop
Victor,Victor bought a new laptop,52,It cost $52.,It cost $50.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the laptop is expensive.,False,sharp,50,51,laptop
Quinn,Quinn bought a new laptop,52,It cost $52.,It cost $51.,"A friend asked him, ",Was it expensive?,"Quinn said, ", Please provide the probability that Quinn thinks that the laptop is expensive.,False,sharp,50,51,laptop
Ethan,Ethan bought a new laptop,52,It cost $52.,It cost $52.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the laptop is expensive.,False,sharp,50,51,laptop
